playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Kai Pröger,"906,315",900000,2019,26,2nd,16,13,"1,047",4,2,39.1,1.98,0.17,0,,,21,,,,,,,,,,,,,,,,,12,,
Kai Pröger,"1,270,109",1260000,2020,27,18th,31,22,"2,079",2,6,27.5,2.21,0.04,0,332,53.4,189,15,,83,28,14,9,4,44,527,25,980,58.9,741,526,71,63,12,155,24
Kalifa Coulibaly,"2,714,058",2700000,2018,25,9th,8,3,341,1,1,7,3,42.9,0,52,59.1,4,1,3,9,8,0,1,1,4,49,18.4,144,25,162,105,64.8,15,7,16,45.5
Kalifa Coulibaly,"4,531,573",4500000,2019,26,12th,32,19,"1,751",8,2,50,16,32,1,252,56.9,15,15,18,48,36,7,7,5,13,279,20.4,702,50,1077,537,49.9,79,55,74,54.4
Kalifa Coulibaly,"3,628,884",3600000,2020,27,13th,21,18,"1,616",4,0,47,19,40.4,0,199,59.2,9,12,10,27,24,2,1,1,11,252,27,597,35.9,859,458,53.3,66,34,53,49.7
Karim Bellarabi,"12,634,020",12600000,2017,26,12th,16,14,"1,113",2,5,42.9,2.83,0.06,0,,,38,,,,,,,,,,,,,,,,,27,,
Karim Bellarabi,"10,856,233",10800000,2018,27,5th,24,13,"1,146",1,3,38.1,3.3,0.02,0,389,73.4,54,13,,49,36,4,4,4,19,252,27,732,59.6,640,528,82.5,24,19,86,16.7
Karim Bellarabi,"13,594,718",13500000,2019,28,4th,19,14,"1,057",5,4,28.6,3.58,0.12,0,342,69.4,65,15,,42,34,3,6,5,14,185,31.4,665,48.7,642,513,79.9,27,17,83,100
Karim Bellarabi,"10,886,652",10800000,2020,29,5th,26,17,"1,424",4,6,45.5,3.48,0.07,0,487,68.9,110,22,,48,34,5,8,6,19,297,33.3,933,57.5,881,713,80.9,27,22,103,22.2
Karim Benzema,"54,145,800",54000000,2017,28,1st,29,23,"1,898",11,5,69,37,53.6,0,,,12,,,,,,,,,,,,,,,,,12,,
Karim Benzema,"36,187,443",36000000,2018,29,3rd,32,25,"2,149",5,9,57,15,26.3,2,713,82.1,7,28,37,91,77,8,23,17,8,400,18.3,1070,73.3,1186,872,73.5,36,19,81,15.8
Karim Benzema,"36,252,580",36000000,2019,30,3rd,36,35,"2,953",21,6,99,41,41.4,3,1011,83.4,20,28,41,118,88,13,14,8,18,442,22.4,1549,62.4,1919,1265,65.9,61,23,115,45.7
Karim Benzema,"29,031,071",28800000,2020,31,1st,37,36,"3,141",21,8,118,54,45.8,5,1119,84.2,22,36,36,118,104,11,17,15,17,319,26,1688,54.2,2018,1406,69.7,59,21,126,36.8
Keinan Davis,"2,086,608",2070000,2020,21,7th,1,1,26,0,0,16,5,31.3,0,107,75.9,1,1,,20,11,1,3,1,2,88,21.6,224,60,311,179,57.6,19,12,27,37.1
Kelechi Iheanacho,"13,570,291",13500000,2018,20,9th,22,8,919,4,3,31,11,35.5,0.1,187,76.6,6,6,,27,19,3,6,4,7,181,26.5,354,50,395,266,67.3,25,17,54,33.3
Kelechi Iheanacho,"10,875,774",10800000,2019,21,9th,30,9,941,1,3,19,6,31.6,0.05,217,75.3,6,7,,24,20,1,7,6,8,198,22.7,387,55,550,308,56,32,14,51,27.3
Kelechi Iheanacho,"13,608,315",13500000,2020,22,5th,20,12,960,5,3,34,18,52.9,0.15,217,81,2,6,,39,24,8,5,3,6,193,29,426,65.5,583,344,59,43,24,42,9.4
Kelvin Ofori,"725,777",720000,2020,18,17th,2,0,37,0,0,0,2.43,0,0,20,90.9,0,1,,0,0,0,0,0,0,4,50,31,0,30,26,86.7,2,0,4,33.3
Kévin Gameiro,"21,658,320",21600000,2017,29,3rd,30,21,"1,670",12,5,50,24,48,1,,,15,,,,,,,,,,,,,,,,,9,,
Kévin Gameiro,"10,856,233",10800000,2018,30,2nd,25,11,"1,133",7,2,18,11,61.1,2,177,78.3,2,6,7,21,17,1,4,3,8,321,17.4,351,54.2,476,249,52.3,25,9,46,15.8
Kévin Gameiro,"7,250,516",7200000,2019,31,4th,33,16,"1,612",6,1,35,14,40,0,334,77,10,12,28,49,42,1,6,4,11,400,19,614,46.7,848,469,55.3,40,11,59,29.3
Kévin Gameiro,"5,896,936",5850000,2020,32,9th,29,17,"1,581",6,2,19,10,52.6,0,331,75.9,22,7,25,30,23,2,6,5,15,349,20.6,597,71,680,427,62.8,47,14,77,14.9
Kevin Lasagna,"6,785,146",6750000,2018,24,14th,29,26,"2,130",12,2,40,3.17,0.16,0,277,61.8,34,10,,40,28,1,9,4,14,332,25,728,42.3,926,517,55.8,58,29,86,38.9
Kevin Lasagna,"6,344,202",6300000,2019,25,12th,36,26,"2,453",6,2,31.3,2.35,0.09,0,324,67.8,23,14,,52,33,5,6,1,11,558,21,777,50,1045,493,47.2,71,33,119,43.9
Kevin Lasagna,"4,989,715",4950000,2020,26,15th,35,27,"2,479",10,0,42.5,2.9,0.13,0,323,69.2,18,8,,47,38,3,3,1,27,603,24.5,802,34.2,989,519,52.5,80,42,136,32.5
Kévin Zohi,"2,010,414",2000000,2018,20,15th,1,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,2,1,50,0,1,0,
Kévin Zohi,"1,510,524",1500000,2019,21,11th,20,6,627,1,1,17,5,29.4,0,141,73.4,14,4,14,15,10,2,3,2,18,194,29.9,323,47.6,320,238,74.4,21,7,37,30
Kévin Zohi,"1,612,837",1600000,2020,22,10th,17,5,530,1,1,16,5,31.3,0,109,70.8,15,6,11,13,7,6,2,1,9,100,25,228,64,243,162,66.7,17,8,40,22.2
Kevin-Prince Boateng,"1,800,000",1800000,2016,28,7th,11,1,200,1,0,,,,0,,,,,,,,,,,,,,,,,,,,6,,
Kevin-Prince Boateng,"4,512,150",4500000,2017,29,14th,28,25,"1,978",10,4,44,3.41,0.13,0,,,19,,,,,,,,,,,,,,,,,56,,
Kevin-Prince Boateng,"6,332,803",6300000,2018,30,8th,31,27,"2,357",6,1,31.1,1.72,0.13,0,841,75.9,16,14,,51,40,2,6,5,37,392,28.3,1455,59.1,1232,988,80.2,59,72,282,41.7
Khouma Babacar,"6,768,225",6750000,2017,23,8th,22,13,"1,326",10,1,44.4,3.05,0.2,1,,,9,,,,,,,,,,,,,,,,,27,,
Khouma Babacar,"5,891,044",5850000,2019,25,11th,29,16,"1,488",7,2,33.3,3.63,0.08,2,248,81.8,4,4,,30,22,1,10,4,8,293,19.8,527,55,663,367,55.4,55,30,63,42.9
Khouma Babacar,"4,717,549",4680000,2020,26,18th,25,17,"1,422",3,0,34,2.97,0.06,0,225,73.5,2,5,,45,27,6,5,0,17,290,16.2,537,54.8,665,378,56.8,46,35,64,29.2
Kieron Freeman,"1,088,665",1080000,2020,27,9th,2,0,7,0,0,0,0,,,2,100,0,0,,0,0,0,0,0,0,2,0,3,,4,2,50,1,1,1,0
Kike,"1,804,860",1800000,2017,26,10th,24,18,"1,528",7,1,27,18,66.7,0,,,19,,,,,,,,,,,,,,,,,26,,
Kike,"2,714,058",2700000,2018,27,9th,35,28,"2,458",8,1,72,29,40.3,0,502,71.7,16,20,34,50,34,0,2,1,10,631,29.5,1034,60,1460,761,52.1,94,47,119,34.6
Kike,"2,718,944",2700000,2019,28,12th,30,15,"1,298",3,0,42,17,40.5,0,281,69.2,12,15,18,32,23,1,0,0,6,288,27.4,613,68.8,916,478,52.2,58,31,61,40.2
Kike,"2,177,330",2160000,2020,29,14th,27,20,"1,767",5,1,57,18,31.6,0,328,67.2,19,7,25,32,19,0,3,1,11,324,29.9,770,47.1,1186,596,50.3,95,48,92,38.3
Kingsley Coman,"31,585,050",31500000,2017,20,1st,19,10,917,2,1,40.9,2.16,0.09,0,,,41,,,,,,,,,,,,,,,,,12,,
Kingsley Coman,"45,234,304",45000000,2018,21,1st,21,10,"1,153",3,3,51.6,2.42,0.1,0,484,79.7,59,2,,63,48,10,9,6,9,188,30.3,789,73.7,791,644,81.4,39,7,96,60
Kingsley Coman,"54,378,871",54000000,2019,22,1st,21,17,"1,378",6,4,58.1,2.02,0.19,0,545,79.6,56,16,,53,41,8,8,7,10,277,29.2,910,69,908,750,82.6,41,17,103,39.1
Kingsley Coman,"45,361,049",45000000,2020,23,1st,24,17,"1,505",4,3,40.5,2.21,0.11,0,610,76.6,79,24,,75,61,8,10,8,23,288,31.9,1034,59.4,1058,844,79.8,33,11,125,45.9
Kingsley Schindler,"1,809,372",1800000,2018,24,3rd,33,31,"2,719",12,3,43.1,2.15,0.11,5,,,85,,,,,,,,,,,,,,,,,55,,
Kingsley Schindler,"2,718,944",2700000,2019,25,6th,23,18,"1,638",6,5,30.8,2.14,0.1,2,,,67,,,,,,,,,,,,,,,,,27,,
Kingsley Schindler,"1,814,442",1800000,2020,26,14th,13,9,849,0,2,21.4,1.48,0,0,155,62.5,34,8,,21,16,2,3,2,5,205,18.5,372,55,376,240,63.8,30,12,70,32.3
Krzysztof Piątek,"36,252,580",36000000,2019,23,5th,37,34,"2,966",22,0,45.2,2.75,0.21,2,413,77.8,13,18,,75,47,5,6,1,21,703,17.1,989,36.8,1523,727,46.1,93,61,106,35.7
Krzysztof Piątek,"29,002,064",28800000,2019,23,17th,37,34,"2,966",22,0,40.3,4.07,0.15,2,413,70.7,13,18,,75,47,5,6,1,21,703,23.3,989,60,1523,727,49.1,93,61,106,36.5
Krzysztof Piątek,"19,505,251",19350000,2020,24,10th,33,23,2283,8,1,34.8,2.28,0.09,5,244,75.5,7,17,,49,32,7,9,2,10,574,24.3,734,68.8,1132,555,49,58,47,77,33.8
Krzysztof Piątek,"19,505,251",19350000,2020,24,6th,33,23,"2,092",8,1,26.7,3.42,0.02,5,344,75.7,7,17,,49,32,7,9,2,10,574,24.8,734,75,1132,555,49.1,58,47,77,37
Kwon Chang-hoon,"1,133,051",1130000,2017,22,16th,8,2,224,0,0,50,3.21,0,0,,,14,,,,,,,,,,,,,,,,,2,,
Kwon Chang-hoon,"6,785,146",6750000,2018,23,11th,34,26,"2,136",11,2,42.9,2.95,0.16,0,446,65.1,85,23,,64,43,3,10,5,32,416,26,1011,51,964,659,68.4,50,21,138,13.3
Kwon Chang-hoon,"2,718,944",2700000,2019,24,18th,19,10,938,2,0,30,1.92,0.1,0,244,70.1,44,7,,20,14,1,0,0,8,210,24.3,478,50,454,319,70.3,24,9,78,35.3
Kwon Chang-hoon,"2,903,107",2880000,2020,25,8th,23,6,676,2,0,40,2,0.13,0,198,72,18,6,,21,14,4,3,1,9,142,26.1,386,62.5,361,270,74.8,19,4,68,41
Kylian Mbappé,"135,702,911",135000000,2018,18,1st,28,25,"2,169",13,9,84,34,39.5,0,577,79.6,44,22,31,101,68,14,15,9,9,194,35.3,1057,55.1,1141,878,77.1,62,9,101,20
Kylian Mbappé,"181,262,902",180000000,2019,19,1st,29,24,"2,343",33,7,121,65,53.7,1,637,77.4,25,24,34,110,70,16,22,12,7,281,20.6,1183,55.3,1449,1022,70.5,59,19,80,28.6
Kylian Mbappé,"163,299,777",162000000,2020,20,1st,20,17,"1,513",18,5,88,49,55.7,0,515,76.8,44,21,28,91,60,19,12,9,4,137,29.2,937,51.3,1040,813,78.2,44,11,69,50
Lars Stindl,"16,243,740",16200000,2017,27,9th,30,29,"2,589",11,3,48.5,2.36,0.16,0,,,12,,,,,,,,,,,,,,,,,55,,
Lars Stindl,"13,570,291",13500000,2018,28,9th,31,31,"2,727",6,3,35.1,2.44,0.08,0,1282,82,18,32,,110,88,4,13,9,46,740,24.7,1969,66.7,1910,1511,79.1,61,61,235,44.8
Lars Stindl,"7,250,516",7200000,2019,29,5th,21,19,"1,508",3,1,34.4,1.91,0.09,0,602,82.2,9,15,,61,50,2,11,7,23,436,21.8,916,68,883,700,79.3,43,19,92,48
Lars Stindl,"5,896,936",5850000,2020,30,4th,25,14,"1,432",9,3,40.6,2.01,0.22,2,616,80.8,16,15,,60,52,3,11,10,37,378,28.6,948,53.8,932,714,76.6,25,21,113,35.6
Lautaro Martínez,"9,024,300",9000000,2017,18,4th,23,16,"1,248",9,0,45.2,3.03,0.21,0,,,13,,,,,,,,,,,,,,,,,35,,
Lautaro Martínez,"22,617,152",22500000,2018,19,7th,21,20,"1,782",13,4,45.2,4.24,0.15,0,,,24,,,,,,,,,,,,,,,,,48,,
Lautaro Martínez,"27,189,435",27000000,2019,20,4th,27,13,"1,344",6,2,30.5,3.95,0.08,1,178,70.1,12,9,,33,26,1,4,3,4,269,24.5,473,58.1,661,351,53.1,55,27,52,33.9
Lautaro Martínez,"58,062,143",57600000,2020,21,2nd,35,29,"2,452",14,3,34.4,4.48,0.1,2,307,61.9,16,21,,85,46,14,12,4,17,507,25.4,941,57.7,1183,687,58.1,83,54,125,30.2
Leandro Barreiro Martins,"3,628,884",3600000,2020,19,13th,18,11,938,0,2,14.3,0.67,0,0,275,74.7,5,8,,14,12,0,3,3,39,243,28.4,498,50,272,247,90.8,9,26,131,35.6
Leandro Trossard,"11,793,873",11700000,2020,24,15th,31,22,"2,011",5,3,42,13,31,0.12,567,71.3,76,22,,78,55,7,9,4,28,373,26.8,1039,56.7,1030,768,74.6,41,13,138,8.3
Lee Kangin,"18,126,290",18000000,2019,17,4th,3,0,24,0,0,1,0,0,0,8,53.3,6,0,2,1,1,0,0,0,2,17,5.9,20,,19,15,78.9,2,2,2,
Lee Kangin,"12,247,483",12150000,2020,18,9th,17,3,454,2,0,11,4,36.4,0,188,78.7,22,5,5,13,12,0,2,2,3,113,24.8,288,81.8,266,236,88.7,8,8,25,33.3
Leon Clarke,"678,515",675000,2018,32,10th,39,38,"3,329",19,5,88,46,52.3,0.22,,,27,,,,,,,,,,,,,,,,,73,,
Leon Clarke,"272,166",270000,2020,34,9th,2,0,35,0,0,1,0,0,0,5,71.4,0,0,,0,0,0,0,0,0,17,29.4,11,,14,8,57.1,0,0,0,66.7
Leonardo Pavoletti,"8,142,175",8100000,2018,28,16th,33,31,"2,719",11,0,36.8,2.88,0.13,0,534,67,3,12,,43,36,0,4,2,29,452,26.1,1142,66.7,1440,869,60.3,85,76,136,55.9
Leonardo Pavoletti,"10,875,774",10800000,2019,29,15th,32,31,"2,734",16,1,38.4,2.83,0.19,0,623,71.1,9,12,,53,41,2,4,2,30,591,23.9,1199,64.7,1588,943,59.4,80,81,145,63.9
Leonardo Pavoletti,"4,354,661",4320000,2020,30,13th,2,1,45,0,0,0,4,0,0,14,87.5,0,0,,1,1,0,0,0,0,4,25,25,,29,19,65.5,4,0,2,42.9
Leroy Sané,"31,585,050",31500000,2017,20,3rd,26,20,"1,781",5,2,33,14,42.4,0.15,,,53,,,,,,,,,,,,,,,,,14,,
Leroy Sané,"81,421,747",81000000,2018,21,1st,32,27,"2,419",10,15,54,19,35.2,0.19,926,78.5,93,35,,100,78,10,23,16,20,338,32.5,1509,56.8,1442,1189,82.5,73,24,142,38.5
Leroy Sané,"90,631,451",90000000,2019,22,1st,31,21,"1,867",10,10,56,24,42.9,0.18,750,78.6,99,27,,75,48,10,16,12,23,349,33.5,1253,57.7,1244,986,79.3,68,10,122,38.1
Leroy Sané,"72,577,679",72000000,2020,23,2nd,2,1,68,0,0,2,0,0,0,6,85.7,0,0,,1,1,0,0,0,0,0,,9,,9,8,88.9,0,0,0,
Levin Öztunalı,"5,865,795",5850000,2017,20,15th,30,23,"1,966",5,5,39.3,1.28,0.18,0,,,91,,,,,,,,,,,,,,,,,27,,
Levin Öztunalı,"4,071,087",4050000,2018,21,14th,25,21,"1,741",0,4,33.3,1.4,0,0,350,66.7,58,15,,39,31,1,6,4,23,331,26.6,785,35.1,719,523,72.7,55,29,132,40
Levin Öztunalı,"3,172,101",3150000,2019,22,12th,15,11,921,0,1,43.8,1.56,0,0,194,67.6,11,7,,20,13,3,3,1,21,303,23.4,414,60,328,253,77.1,20,18,91,35
Levin Öztunalı,"2,540,219",2520000,2020,23,13th,27,19,"1,778",4,3,28.6,1.77,0.11,0,349,65.2,40,16,,61,45,6,6,3,35,398,26.4,801,61.3,658,458,69.6,39,25,179,50
Lewis Baker,"4,963,365",4950000,2017,21,5th,33,33,"2,902",10,2,29.4,2.46,0.06,0,,,35,,,,,,,,,,,,,,,,,5,,
Lionel Messi,"162,843,494",162000000,2018,30,1st,36,32,"3,002",34,12,194,92,47.4,2,1532,78.7,53,62,80,234,134,39,43,24,13,413,29.3,2447,71.9,2445,2051,83.9,62,17,150,38.5
Lionel Messi,"135,947,176",135000000,2019,31,1st,34,29,"2,713",36,13,167,85,50.9,4,1524,78.6,78,66,63,220,130,35,36,20,15,324,28.1,2395,61.3,2437,2046,84,51,22,131,30
Lionel Messi,"101,608,750",100800000,2020,32,2nd,33,32,"2,880",25,20,154,63,40.9,5,1700,79.4,113,61,62,220,126,37,36,22,14,287,30.3,2615,67,2616,2229,85.2,65,20,127,60
Loïc Rémy,"5,428,116",5400000,2018,30,8th,11,6,456,3,0,10,5,50,1,87,69.6,5,4,5,9,2,4,2,0,3,94,18.1,176,88.9,230,133,57.8,6,8,16,60
Loïc Rémy,"2,718,944",2700000,2019,31,2nd,26,14,"1,204",7,2,32,14,43.8,1,172,77.8,2,2,8,22,13,2,5,3,3,174,18.4,330,66.7,432,228,52.8,21,18,40,32.3
Loïc Rémy,"1,814,442",1800000,2020,32,4th,20,11,963,7,0,28,11,39.3,0,177,80.1,6,4,9,28,18,4,3,1,6,144,31.9,324,69.6,419,254,60.6,26,15,34,48.3
Lorenzo Insigne,"54,281,165",54000000,2018,26,2nd,37,36,"3,090",8,11,34.8,5.18,0.04,1,2110,83.3,72,51,,208,168,20,19,14,30,446,25.8,3029,45.7,3096,2617,84.5,84,14,206,22.2
Lorenzo Insigne,"58,910,443",58500000,2019,27,2nd,28,24,"2,073",10,6,29.3,5.04,0.08,1,1111,82.5,59,26,,125,101,2,11,11,10,359,20.1,1610,48.6,1748,1380,78.9,37,7,109,18.2
Lorenzo Insigne,"43,546,607",43200000,2020,28,7th,37,34,"2,810",8,6,33.3,3.75,0.03,5,1450,81.3,118,28,,149,110,10,15,7,31,424,28.8,2181,57.9,2031,1723,84.8,66,8,209,33.3
Luca Waldschmidt,"1,353,645",1350000,2017,20,14th,14,3,357,1,1,44.4,2.27,0.11,0,,,0,,,,,,,,,,,,,,,,,4,,
Luca Waldschmidt,"5,428,116",5400000,2018,21,17th,20,5,794,1,2,35.7,3.17,0.04,0,177,70,6,5,,25,15,1,3,0,5,164,30.5,375,45.8,395,271,68.6,26,10,62,30.4
Luca Waldschmidt,"18,126,290",18000000,2019,22,13th,30,16,"1,717",9,1,41.4,3.04,0.1,3,482,79.3,35,12,,53,34,5,7,4,17,323,20.4,851,52.5,794,606,76.3,44,32,119,40
Luca Waldschmidt,"14,515,536",14400000,2020,23,8th,23,14,"1,268",7,1,23.1,2.77,0.1,3,276,77.3,7,8,,37,24,5,6,4,9,204,27.9,517,40,552,396,71.7,22,16,61,23.8
Luca Zanimacchia,"271,406",270000,2018,19,12th,0,0,,,,50,1.5,0,0,44,75.9,10,0,,5,4,0,0,0,5,11,27.3,82,0,68,64,94.1,7,0,5,100
Lucas Höler,"3,625,258",3600000,2019,24,13th,26,11,"1,006",4,0,42.3,2.33,0.15,0,180,68.2,10,6,,31,21,1,2,2,20,272,19.5,450,33.3,562,340,60.5,39,17,50,36.1
Lucas Höler,"3,628,884",3600000,2020,25,8th,34,28,"2,485",8,2,44,1.81,0.16,0,452,69.9,18,11,,67,39,5,15,4,37,644,23.9,1098,56.7,1196,755,63.1,97,37,155,43.6
Lucas Lima,"11,029,700",11000000,2017,24,7th,38,38,"3,382",1,2,22,8,36.4,1,,,314,,,,,,,,,,,,,,,,,37,,
Lucas Lima,"8,041,654",8000000,2018,25,9th,33,30,"2,657",2,3,36,10,27.8,0,957,63.1,249,47,67,92,44,3,3,2,65,340,28.5,1884,44.1,1097,938,85.5,48,29,305,41.2
Lucas Lima,"8,056,129",8000000,2019,26,12th,31,28,"2,496",0,4,21,3,14.3,0,1213,69.1,211,46,75,81,48,2,6,4,57,492,27.8,2062,54.4,1311,1128,86,42,46,316,47.3
Lucas Moura,"34,292,340",34200000,2017,23,2nd,37,29,"2,421",12,6,67,30,44.8,0.16,,,168,,,,,,,,,,,,,,,,,32,,
Lucas Moura,"25,331,210",25200000,2018,24,3rd,11,2,286,1,2,8,4,40,0.33,130,80.5,5,9,,16,11,1,3,2,3,36,26.1,205,41.7,209,170,85.6,8,5,17,66.7
Lucas Moura,"36,252,580",36000000,2019,25,4th,32,25,"2,121",10,0,45,20,44.4,0.22,561,75.3,17,11,,71,51,8,6,3,33,441,25.4,1077,53,1140,791,69.4,59,25,143,40.6
Lucas Moura,"29,031,071",28800000,2020,26,6th,35,25,"2,242",4,4,56,13,23.2,0.07,581,72.7,19,20,,84,59,12,8,5,53,532,27.1,1190,62.3,1201,830,69.1,57,31,199,40.7
Lucas Pérez,"5,428,116",5400000,2018,28,18th,35,31,"2,797",8,6,52,24,46.2,3,659,67.5,166,27,29,121,59,10,11,5,14,682,24.3,1241,60.3,1338,801,59.9,65,26,146,7.7
Lucas Pérez,"4,531,573",4500000,2019,29,10th,15,4,475,3,0,9,3,33.3,0,102,68.9,2,3,10,11,10,0,0,0,4,137,21.9,196,71.4,260,143,55,9,5,28,10
Lucas Pérez,"10,886,652",10800000,2020,30,16th,34,29,"2,496",11,5,43,14,32.6,5,448,63.5,138,25,28,91,44,4,9,6,12,391,27.4,938,45.7,1123,594,52.9,55,27,116,26.2
Lucas Torró,"2,718,944",2700000,2019,24,7th,8,6,560,0,0,20,0.8,0,0,190,73.4,2,9,,8,7,0,2,1,10,85,35.3,327,66.7,159,143,89.9,4,11,106,70.6
Lucas Torró,"2,177,330",2160000,2020,25,9th,7,4,331,0,0,0,1.9,0,0,150,86.2,0,2,,4,1,1,0,0,13,73,32.9,227,50,119,110,92.4,4,6,65,70.8
Lucas Vázquez,"22,617,152",22500000,2018,26,3rd,33,16,"1,688",4,7,34,16,47.1,0,820,80.2,93,18,43,101,84,6,11,9,44,486,20.8,1262,56.7,1175,991,84.3,22,33,108,36.4
Lucas Vázquez,"18,126,290",18000000,2019,27,3rd,31,15,"1,510",1,3,23,10,43.5,0,787,81,63,13,40,53,48,2,4,4,40,409,25.7,1229,61.9,1201,992,82.6,41,41,109,33.3
Lucas Vázquez,"14,515,536",14400000,2020,28,1st,18,8,848,2,1,10,3,30,0,465,79.8,48,14,14,32,25,0,6,5,21,236,34.3,708,66.7,636,532,83.6,28,26,75,40
Luis Muriel,"15,341,310",15300000,2017,25,10th,31,25,"2,246",11,5,38.8,3.41,0.08,4,,,54,,,,,,,,,,,,,,,,,32,,
Luis Muriel,"10,856,233",10800000,2018,26,7th,29,17,"1,610",7,2,37.9,3.24,0.12,0,317,72.2,15,14,,39,29,5,3,2,12,332,20.8,644,62.3,792,474,59.8,33,22,70,33.3
Luis Muriel,"13,594,718",13500000,2019,27,16th,25,17,"1,564",7,1,31.1,2.81,0.13,0,294,63.8,19,13,,43,31,5,7,1,19,300,22.5,682,58.5,798,508,63.1,49,25,90,28.6
Luis Muriel,"13,608,315",13500000,2020,28,3rd,34,10,"1,260",18,1,47.2,5.14,0.17,6,367,72,40,6,,69,47,7,7,3,15,251,33.5,782,49.2,846,589,69.6,38,27,91,41.2
Luis Suárez,"63,328,025",63000000,2018,30,1st,33,32,"2,897",25,7,122,55,45.1,1,812,75.9,12,35,44,132,86,17,23,17,18,400,24.8,1482,43,1787,1196,66.9,77,13,104,27.3
Luis Suárez,"45,315,725",45000000,2019,31,1st,33,31,"2,827",21,6,108,52,48.1,4,767,74.8,21,41,49,125,87,13,26,16,20,423,28.4,1469,51.2,1725,1165,67.5,94,31,117,47.1
Luis Suárez,"25,402,188",25200000,2020,32,2nd,28,22,"1,998",16,8,78,42,53.8,1,529,75.9,9,17,33,73,51,13,17,13,3,191,25.1,930,48.1,1146,777,67.8,38,15,66,41.7
Luka Jović,"36,187,443",36000000,2018,19,8th,22,9,936,8,1,36,15,41.7,0,178,73.9,5,3,9,20,14,1,5,4,6,172,32.6,375,37,501,285,56.9,27,21,44,26.2
Luka Jović,"54,378,871",54000000,2019,20,7th,32,25,"2,243",17,5,95,41,43.2,1,434,72.2,18,16,21,59,42,5,14,10,14,332,27.1,950,45.5,1279,723,56.5,67,30,120,32.1
Luka Jović,"29,031,071",28800000,2020,21,1st,17,4,430,2,1,12,3,25,0,111,82.8,0,3,2,7,5,0,2,2,3,69,29,177,57.1,228,143,62.7,13,5,15,45.5
Lukáš Haraslín,"1,451,554",1440000,2020,23,8th,10,4,350,1,0,20,2.57,0.1,0,83,74.8,11,2,,9,5,2,1,0,7,61,21.3,165,42.1,159,118,74.2,5,8,18,40
Lukas Nmecha,"3,625,258",3600000,2019,19,14th,41,24,"2,322",3,5,40.4,2.21,0.05,0,,,8,,,,,,,,,,,,,,,,,42,,
Lukas Rupp,"4,060,935",4050000,2017,25,4th,14,8,792,2,0,16,5,31.3,0.13,,,8,,,,,,,,,,,,,,,,,20,,
Lukas Rupp,"4,060,935",4050000,2017,25,4th,14,8,792,2,0,31.3,1.82,0.13,0,,,8,,,,,,,,,,,,,,,,,20,,
Lukas Rupp,"4,071,087",4050000,2018,26,3rd,21,15,"1,160",3,2,15,6,40,0.2,360,75,16,15,,34,31,1,5,3,36,314,23.9,666,51.7,524,414,79,27,32,128,6.3
Lukas Rupp,"3,166,401",3150000,2018,26,3rd,21,15,"1,160",3,2,40,1.16,0.2,0,360,75,16,15,,34,31,1,5,3,36,314,23.9,666,51.7,524,414,79,27,32,128,6.3
Lukas Rupp,"2,265,786",2250000,2019,27,9th,1,0,25,0,0,0,0,,,7,63.6,2,0,,1,1,0,0,0,1,3,33.3,18,,9,8,88.9,0,0,1,
Lukas Rupp,"2,718,944",2700000,2019,27,9th,1,0,25,0,0,,0,,0,7,63.6,2,0,,1,1,0,0,0,1,3,33.3,18,,9,8,88.9,0,0,1,
Łukasz Teodorczyk,"2,718,944",2700000,2019,27,12th,16,2,400,1,0,16.7,2.7,0.08,0,54,62.1,3,1,,9,6,1,2,0,5,101,14.9,152,75,187,110,58.8,13,20,16,33.3
Łukasz Teodorczyk,"1,542,276",1530000,2020,28,15th,14,1,222,0,1,50,1.62,0,0,55,74.3,1,0,,6,6,0,2,2,8,79,22.8,109,57.1,114,74,64.9,3,11,18,45
Luuk de Jong,"8,618,599",8550000,2020,28,4th,35,24,"2,059",6,1,55,24,43.6,0,389,71.5,3,10,17,35,26,2,6,1,17,353,29.5,786,64.7,1023,570,55.7,50,29,91,54.9
Lys Mousset,"3,618,744",3600000,2018,21,12th,23,4,596,2,0,22,6,27.3,0.09,105,59.7,10,7,,11,8,1,1,1,5,153,19.6,296,57.6,279,205,73.5,26,11,51,18.8
Lys Mousset,"5,437,887",5400000,2019,22,14th,24,1,368,1,0,13,7,53.8,0.08,86,71.1,3,6,,11,8,2,0,0,5,108,13.9,193,38.5,230,146,63.5,17,7,21,50
Lys Mousset,"12,701,094",12600000,2020,23,9th,30,11,"1,240",6,4,35,9,25.7,0.17,176,73.6,4,6,,26,15,8,5,5,11,296,28,431,64.8,739,310,41.9,46,24,66,13.4
Mama Samba Baldé,"402,083",400000,2018,21,13th,13,9,818,3,1,16,11,68.8,0,,,6,,,,,,,,,,,,,,,,,10,,
Mama Samba Baldé,"4,028,064",4000000,2019,22,14th,28,26,"2,265",8,1,73,27,37,0,,,32,,,,,,,,,,,,,,,,,41,,
